name,phone,jobRole,location,salary,managerId,role
Employee553,612-010553,Support,CT,68126,10,employee
Employee554,612-010554,LDP Participant,TX,74671,2,employee
Employee555,612-010555,Manager,CA,90000,4,employee
Employee556,612-010556,HR,TX,80000,17,employee
Employee557,612-010557,Support,NY,73641,2,employee
Employee558,612-010558,Admin,MN,73127,3,employee
Employee559,612-010559,HR,NY,80000,14,employee
Employee560,612-010560,Support,NY,68541,19,manager
Employee561,612-010561,Manager,TX,90000,18,employee
Employee562,612-010562,LDP Participant,MN,67742,10,employee
Employee563,612-010563,LDP Participant,MN,72416,19,employee
Employee564,612-010564,HR,CT,80000,3,employee
Employee565,612-010565,LDP Participant,MN,74788,4,employee
Employee566,612-010566,Manager,TX,90000,18,employee
Employee567,612-010567,LDP Participant,CA,74159,18,employee
Employee568,612-010568,LDP Participant,MN,65564,9,employee
Employee569,612-010569,Support,CA,69663,14,employee
Employee570,612-010570,Manager,MN,90000,2,manager
Employee571,612-010571,Admin,TX,69303,3,employee
Employee572,612-010572,HR,MN,80000,1,employee
Employee573,612-010573,Admin,CA,73187,10,employee
Employee574,612-010574,LDP Participant,TX,71013,15,employee
Employee575,612-010575,LDP Participant,TX,66602,17,employee
Employee576,612-010576,Manager,CA,90000,17,employee
Employee577,612-010577,Manager,CA,90000,7,employee
Employee578,612-010578,HR,MN,80000,15,employee
Employee579,612-010579,HR,NY,80000,1,employee
Employee580,612-010580,Admin,CA,65989,15,manager
Employee581,612-010581,Manager,CT,90000,19,employee
Employee582,612-010582,LDP Participant,CA,67861,14,employee
Employee583,612-010583,Manager,TX,90000,19,employee
Employee584,612-010584,Manager,MN,90000,18,employee
Employee585,612-010585,LDP Participant,CA,67596,8,employee
Employee586,612-010586,LDP Participant,MN,73610,6,employee
Employee587,612-010587,HR,CT,80000,18,employee
Employee588,612-010588,LDP Participant,TX,65734,16,employee
Employee589,612-010589,Support,CT,67771,18,employee
Employee590,612-010590,LDP Participant,CA,68782,6,manager
Employee591,612-010591,LDP Participant,MN,65287,10,employee
Employee592,612-010592,LDP Participant,NY,69510,3,employee
Employee593,612-010593,Admin,CA,68973,18,employee
Employee594,612-010594,LDP Participant,NY,73696,12,employee
Employee595,612-010595,Support,TX,71118,2,employee
Employee596,612-010596,HR,CT,80000,18,employee
Employee597,612-010597,Admin,CA,67090,18,employee
Employee598,612-010598,Manager,CA,90000,12,employee
Employee599,612-010599,HR,CT,80000,13,employee
Employee600,612-010600,Manager,TX,90000,6,HR
Employee601,612-010601,Manager,TX,90000,19,employee
Employee602,612-010602,HR,TX,80000,4,employee
Employee603,612-010603,Support,CT,66252,20,employee
Employee604,612-010604,Support,CT,68728,4,employee
Employee605,612-010605,HR,NY,80000,18,employee
Employee606,612-010606,Admin,MN,74871,9,employee
Employee607,612-010607,Admin,TX,72886,2,employee
Employee608,612-010608,Manager,MN,90000,1,employee
Employee609,612-010609,Manager,CA,90000,13,employee
Employee610,612-010610,Manager,CA,90000,11,manager
Employee611,612-010611,LDP Participant,CT,69219,0,employee
Employee612,612-010612,Manager,NY,90000,16,employee
Employee613,612-010613,HR,NY,80000,7,employee
Employee614,612-010614,Manager,TX,90000,5,employee
Employee615,612-010615,HR,MN,80000,9,employee
Employee616,612-010616,HR,NY,80000,10,employee
Employee617,612-010617,Support,CA,66357,4,employee
Employee618,612-010618,Support,TX,74520,15,employee
Employee619,612-010619,Manager,CA,90000,10,employee
Employee620,612-010620,Support,NY,73369,11,manager
Employee621,612-010621,LDP Participant,TX,66281,13,employee
Employee622,612-010622,Manager,TX,90000,11,employee
Employee623,612-010623,HR,MN,80000,12,employee
Employee624,612-010624,Support,NY,67310,16,employee
Employee625,612-010625,HR,CA,80000,2,employee
Employee626,612-010626,HR,MN,80000,3,employee
Employee627,612-010627,Support,NY,74373,12,employee
Employee628,612-010628,Admin,TX,67640,13,employee
Employee629,612-010629,Support,CA,66229,7,employee
Employee630,612-010630,LDP Participant,TX,72099,8,manager
Employee631,612-010631,Support,NY,67525,18,employee
Employee632,612-010632,Manager,CA,90000,3,employee
Employee633,612-010633,Admin,CT,74761,0,employee
Employee634,612-010634,Manager,NY,90000,14,employee
Employee635,612-010635,Admin,NY,72090,1,employee
Employee636,612-010636,Admin,CA,70027,15,employee
Employee637,612-010637,LDP Participant,CA,66768,14,employee
Employee638,612-010638,HR,CT,80000,4,employee
Employee639,612-010639,Support,MN,71617,0,employee
Employee640,612-010640,Admin,CT,72274,14,manager
Employee641,612-010641,Admin,CA,70572,19,employee
Employee642,612-010642,Admin,CA,66712,9,employee
Employee643,612-010643,LDP Participant,CT,68231,4,employee
Employee644,612-010644,Support,NY,73899,9,employee
Employee645,612-010645,Manager,CA,90000,3,employee
Employee646,612-010646,HR,MN,80000,13,employee
Employee647,612-010647,Support,CA,69139,12,employee
Employee648,612-010648,LDP Participant,TX,70458,11,employee
Employee649,612-010649,HR,NY,80000,0,employee
Employee650,612-010650,Support,NY,73796,11,HR
Employee651,612-010651,Admin,CA,73740,0,employee
Employee652,612-010652,Admin,MN,69940,20,employee
Employee653,612-010653,LDP Participant,TX,66297,18,employee
Employee654,612-010654,HR,NY,80000,3,employee
Employee655,612-010655,Support,MN,71200,17,employee
Employee656,612-010656,HR,NY,80000,7,employee
Employee657,612-010657,Manager,CA,90000,8,employee
Employee658,612-010658,HR,CA,80000,5,employee
Employee659,612-010659,Admin,TX,68417,19,employee
Employee660,612-010660,HR,CT,80000,16,manager
Employee661,612-010661,Admin,CT,66313,3,employee
Employee662,612-010662,Support,TX,67174,14,employee
Employee663,612-010663,Manager,NY,90000,9,employee
Employee664,612-010664,HR,CA,80000,0,employee
Employee665,612-010665,Support,TX,68455,18,employee
Employee666,612-010666,Support,TX,71584,4,employee
Employee667,612-010667,Support,TX,71352,7,employee
Employee668,612-010668,Manager,NY,90000,10,employee
Employee669,612-010669,HR,NY,80000,14,employee
Employee670,612-010670,LDP Participant,CT,65228,16,manager
Employee671,612-010671,Manager,NY,90000,1,employee
Employee672,612-010672,Manager,TX,90000,15,employee
Employee673,612-010673,LDP Participant,CA,67685,14,employee
Employee674,612-010674,LDP Participant,NY,68997,13,employee
Employee675,612-010675,Support,MN,65609,2,employee
Employee676,612-010676,Admin,NY,67452,5,employee
Employee677,612-010677,Manager,MN,90000,5,employee
Employee678,612-010678,Support,MN,72882,1,employee
Employee679,612-010679,LDP Participant,MN,72577,6,employee
Employee680,612-010680,Admin,CT,71912,9,manager
Employee681,612-010681,Support,MN,72654,20,employee
Employee682,612-010682,Admin,MN,66343,3,employee
Employee683,612-010683,Admin,CA,66172,1,employee
Employee684,612-010684,HR,MN,80000,16,employee
Employee685,612-010685,HR,CT,80000,12,employee
Employee686,612-010686,Support,CT,68170,1,employee
Employee687,612-010687,HR,CA,80000,9,employee
Employee688,612-010688,HR,CT,80000,14,employee
Employee689,612-010689,Manager,TX,90000,17,employee
Employee690,612-010690,LDP Participant,MN,65926,2,manager
Employee691,612-010691,Manager,MN,90000,12,employee
Employee692,612-010692,Support,NY,68260,20,employee
Employee693,612-010693,LDP Participant,NY,74154,7,employee
Employee694,612-010694,LDP Participant,NY,67441,3,employee
Employee695,612-010695,Manager,NY,90000,18,employee
Employee696,612-010696,LDP Participant,NY,68522,1,employee
Employee697,612-010697,Admin,TX,73752,16,employee
Employee698,612-010698,Admin,CT,66434,7,employee
Employee699,612-010699,LDP Participant,MN,73786,6,employee
Employee700,612-010700,HR,CT,80000,17,HR
Employee701,612-010701,Support,CA,69164,18,employee
Employee702,612-010702,Manager,MN,90000,8,employee
Employee703,612-010703,Support,MN,72566,18,employee
Employee704,612-010704,HR,CA,80000,1,employee
Employee705,612-010705,LDP Participant,TX,73502,1,employee
Employee706,612-010706,LDP Participant,TX,68443,11,employee
Employee707,612-010707,Admin,TX,73496,4,employee
Employee708,612-010708,HR,NY,80000,4,employee
Employee709,612-010709,Manager,CA,90000,8,employee
Employee710,612-010710,LDP Participant,CA,71126,15,manager
Employee711,612-010711,Admin,TX,69231,15,employee
Employee712,612-010712,Support,NY,72147,19,employee
Employee713,612-010713,Admin,NY,69863,5,employee
Employee714,612-010714,Admin,NY,65543,12,employee
Employee715,612-010715,HR,NY,80000,9,employee
Employee716,612-010716,Admin,CA,71382,20,employee
Employee717,612-010717,Admin,MN,67139,10,employee
Employee718,612-010718,Admin,MN,67997,12,employee
Employee719,612-010719,HR,CA,80000,6,employee
Employee720,612-010720,Admin,NY,67255,0,manager
Employee721,612-010721,LDP Participant,TX,72314,13,employee
Employee722,612-010722,HR,NY,80000,16,employee
Employee723,612-010723,Admin,NY,73645,3,employee
Employee724,612-010724,Support,MN,68526,7,employee
Employee725,612-010725,LDP Participant,NY,72075,14,employee
Employee726,612-010726,Support,CA,73794,0,employee
Employee727,612-010727,Support,CA,71011,7,employee
Employee728,612-010728,Manager,CA,90000,20,employee
Employee729,612-010729,Manager,CT,90000,11,employee
Employee730,612-010730,HR,TX,80000,16,manager
Employee731,612-010731,Manager,CT,90000,14,employee
Employee732,612-010732,HR,CT,80000,7,employee
Employee733,612-010733,HR,MN,80000,4,employee
Employee734,612-010734,HR,CT,80000,12,employee
Employee735,612-010735,Support,CT,66902,9,employee
Employee736,612-010736,Support,NY,73671,9,employee
Employee737,612-010737,Admin,CA,66187,16,employee
Employee738,612-010738,Admin,NY,66770,4,employee
Employee739,612-010739,HR,CA,80000,6,employee
Employee740,612-010740,HR,TX,80000,19,manager
Employee741,612-010741,HR,NY,80000,14,employee
Employee742,612-010742,Manager,MN,90000,1,employee
Employee743,612-010743,Manager,NY,90000,4,employee
Employee744,612-010744,LDP Participant,CT,69865,2,employee
Employee745,612-010745,Manager,MN,90000,15,employee
Employee746,612-010746,LDP Participant,CT,72382,7,employee
Employee747,612-010747,HR,CA,80000,1,employee
Employee748,612-010748,Manager,MN,90000,0,employee
Employee749,612-010749,LDP Participant,NY,72126,0,employee
Employee750,612-010750,LDP Participant,NY,66618,0,HR
Employee751,612-010751,HR,TX,80000,13,employee
Employee752,612-010752,Manager,TX,90000,19,employee
Employee753,612-010753,Admin,CT,68104,2,employee
Employee754,612-010754,LDP Participant,MN,70781,6,employee
Employee755,612-010755,LDP Participant,CT,67029,11,employee
Employee756,612-010756,Manager,MN,90000,18,employee
Employee757,612-010757,Support,MN,69615,16,employee
Employee758,612-010758,Manager,NY,90000,11,employee
Employee759,612-010759,LDP Participant,CA,73140,0,employee
Employee760,612-010760,LDP Participant,CA,67934,18,manager
Employee761,612-010761,LDP Participant,CA,74614,4,employee
Employee762,612-010762,Manager,NY,90000,20,employee
Employee763,612-010763,HR,TX,80000,0,employee
Employee764,612-010764,Support,CT,71805,16,employee
Employee765,612-010765,Manager,MN,90000,20,employee
Employee766,612-010766,Support,MN,70675,7,employee
Employee767,612-010767,Manager,TX,90000,11,employee
Employee768,612-010768,Manager,CA,90000,15,employee
Employee769,612-010769,HR,NY,80000,8,employee
Employee770,612-010770,LDP Participant,CT,70832,3,manager
Employee771,612-010771,LDP Participant,CA,73467,9,employee
Employee772,612-010772,Manager,MN,90000,8,employee
Employee773,612-010773,Admin,MN,73647,7,employee
Employee774,612-010774,LDP Participant,CA,67652,0,employee
Employee775,612-010775,Manager,TX,90000,14,employee
Employee776,612-010776,Admin,MN,74424,0,employee
Employee777,612-010777,Admin,NY,67553,12,employee
Employee778,612-010778,LDP Participant,NY,69128,4,employee
Employee779,612-010779,Support,CT,74606,12,employee
Employee780,612-010780,Admin,TX,70307,1,manager
Employee781,612-010781,LDP Participant,MN,66151,13,employee
Employee782,612-010782,LDP Participant,NY,68323,11,employee
Employee783,612-010783,Admin,CA,66258,16,employee
Employee784,612-010784,HR,TX,80000,11,employee
Employee785,612-010785,HR,CT,80000,9,employee
Employee786,612-010786,Admin,TX,66546,3,employee
Employee787,612-010787,Support,CT,69609,14,employee
Employee788,612-010788,Admin,CA,65288,3,employee
Employee789,612-010789,Admin,NY,69519,15,employee
Employee790,612-010790,HR,MN,80000,11,manager
Employee791,612-010791,Support,NY,71701,12,employee
Employee792,612-010792,HR,NY,80000,19,employee
Employee793,612-010793,HR,MN,80000,13,employee
Employee794,612-010794,Support,CA,67839,10,employee
Employee795,612-010795,Support,CA,67707,10,employee
Employee796,612-010796,Admin,TX,65254,18,employee
Employee797,612-010797,LDP Participant,NY,65505,6,employee
Employee798,612-010798,Support,NY,69110,18,employee
Employee799,612-010799,Admin,CT,67881,20,employee
Employee800,612-010800,HR,CT,80000,18,HR
Employee801,612-010801,Support,CT,70454,13,employee
Employee802,612-010802,Manager,NY,90000,7,employee
Employee803,612-010803,Support,CA,71437,8,employee
Employee804,612-010804,LDP Participant,CT,65850,10,employee
Employee805,612-010805,Manager,TX,90000,20,employee
Employee806,612-010806,LDP Participant,NY,68357,17,employee
Employee807,612-010807,HR,MN,80000,17,employee
Employee808,612-010808,HR,CT,80000,6,employee
Employee809,612-010809,Admin,MN,70523,7,employee
Employee810,612-010810,HR,TX,80000,17,manager
Employee811,612-010811,Manager,TX,90000,13,employee
Employee812,612-010812,HR,CA,80000,13,employee
Employee813,612-010813,Admin,CT,71533,8,employee
Employee814,612-010814,HR,NY,80000,12,employee
Employee815,612-010815,Manager,MN,90000,17,employee
Employee816,612-010816,Manager,MN,90000,3,employee
Employee817,612-010817,Support,MN,68795,7,employee
Employee818,612-010818,HR,TX,80000,6,employee
Employee819,612-010819,Admin,CA,65982,6,employee
Employee820,612-010820,Support,TX,67014,17,manager
Employee821,612-010821,HR,MN,80000,19,employee
Employee822,612-010822,HR,CT,80000,17,employee
Employee823,612-010823,LDP Participant,CA,68904,5,employee
Employee824,612-010824,LDP Participant,NY,73769,7,employee
Employee825,612-010825,Manager,CA,90000,13,employee
Employee826,612-010826,Admin,CA,68904,14,employee
Employee827,612-010827,LDP Participant,MN,66237,5,employee
Employee828,612-010828,Support,CT,66058,9,employee
Employee829,612-010829,HR,MN,80000,2,employee
Employee830,612-010830,Support,CA,69582,11,manager
Employee831,612-010831,Admin,NY,66018,19,employee
Employee832,612-010832,Manager,NY,90000,19,employee
Employee833,612-010833,Support,CA,68565,6,employee
Employee834,612-010834,Admin,NY,70822,9,employee
Employee835,612-010835,HR,TX,80000,15,employee
Employee836,612-010836,LDP Participant,MN,73891,17,employee
Employee837,612-010837,LDP Participant,CA,65919,16,employee
Employee838,612-010838,Support,TX,73451,15,employee
Employee839,612-010839,Support,MN,67760,5,employee
Employee840,612-010840,HR,CT,80000,17,manager
Employee841,612-010841,Admin,MN,69996,20,employee
Employee842,612-010842,Admin,NY,70061,11,employee
Employee843,612-010843,Support,NY,65935,1,employee
Employee844,612-010844,Admin,CT,68439,19,employee
Employee845,612-010845,Support,CA,71315,7,employee
Employee846,612-010846,LDP Participant,CT,70726,1,employee
Employee847,612-010847,Admin,CA,68135,12,employee
Employee848,612-010848,Admin,TX,69659,13,employee
Employee849,612-010849,HR,NY,80000,15,employee
Employee850,612-010850,Support,NY,69572,10,HR
Employee851,612-010851,HR,MN,80000,8,employee
Employee852,612-010852,Manager,NY,90000,8,employee
Employee853,612-010853,HR,CA,80000,16,employee
Employee854,612-010854,LDP Participant,MN,69974,4,employee
Employee855,612-010855,LDP Participant,CA,73028,11,employee
Employee856,612-010856,Support,NY,70780,7,employee
Employee857,612-010857,Manager,MN,90000,14,employee
Employee858,612-010858,HR,CT,80000,13,employee
Employee859,612-010859,Admin,TX,74927,10,employee
Employee860,612-010860,LDP Participant,MN,74363,3,manager
Employee861,612-010861,HR,CT,80000,7,employee
Employee862,612-010862,LDP Participant,NY,74327,17,employee
Employee863,612-010863,HR,NY,80000,2,employee
Employee864,612-010864,Admin,NY,73681,7,employee
Employee865,612-010865,LDP Participant,CT,68469,17,employee
Employee866,612-010866,LDP Participant,TX,67384,6,employee
Employee867,612-010867,Support,CT,73504,14,employee
Employee868,612-010868,HR,CA,80000,15,employee
Employee869,612-010869,HR,NY,80000,9,employee
Employee870,612-010870,Manager,MN,90000,0,manager
Employee871,612-010871,Support,CA,74512,5,employee
Employee872,612-010872,Support,TX,72412,9,employee
Employee873,612-010873,LDP Participant,CT,71062,19,employee
Employee874,612-010874,Admin,MN,70713,0,employee
Employee875,612-010875,Manager,TX,90000,4,employee
Employee876,612-010876,Admin,CA,71417,16,employee
Employee877,612-010877,HR,NY,80000,13,employee
Employee878,612-010878,LDP Participant,CT,67314,16,employee
Employee879,612-010879,LDP Participant,MN,73428,13,employee
Employee880,612-010880,LDP Participant,MN,69434,3,manager
Employee881,612-010881,Support,CA,70699,14,employee
Employee882,612-010882,Support,MN,65293,17,employee
Employee883,612-010883,LDP Participant,TX,72235,6,employee
Employee884,612-010884,Admin,NY,74439,19,employee
Employee885,612-010885,LDP Participant,MN,69675,19,employee
Employee886,612-010886,LDP Participant,MN,70896,8,employee
Employee887,612-010887,Manager,CA,90000,13,employee
Employee888,612-010888,Support,TX,67586,7,employee
Employee889,612-010889,HR,CT,80000,19,employee
Employee890,612-010890,Admin,CT,69023,10,manager
Employee891,612-010891,HR,TX,80000,1,employee
Employee892,612-010892,Admin,CA,69785,8,employee
Employee893,612-010893,Admin,CT,71913,17,employee
Employee894,612-010894,Admin,CA,74437,12,employee
Employee895,612-010895,Admin,TX,74589,20,employee
Employee896,612-010896,Manager,CA,90000,12,employee
Employee897,612-010897,Support,MN,70517,6,employee
Employee898,612-010898,Support,CA,66432,15,employee
Employee899,612-010899,LDP Participant,CA,66552,20,employee
Employee900,612-010900,HR,CA,80000,15,HR
Employee901,612-010901,HR,MN,80000,19,employee
Employee902,612-010902,Support,TX,65180,15,employee
Employee903,612-010903,Support,MN,66196,14,employee
Employee904,612-010904,Support,TX,67075,5,employee
Employee905,612-010905,Manager,NY,90000,8,employee
Employee906,612-010906,HR,TX,80000,8,employee
Employee907,612-010907,LDP Participant,MN,67634,4,employee
Employee908,612-010908,LDP Participant,CT,74017,2,employee
Employee909,612-010909,Admin,CA,72909,8,employee
Employee910,612-010910,LDP Participant,MN,66067,12,manager
Employee911,612-010911,Admin,MN,68824,1,employee
Employee912,612-010912,Manager,TX,90000,12,employee
Employee913,612-010913,LDP Participant,MN,72847,16,employee
Employee914,612-010914,HR,CA,80000,17,employee
Employee915,612-010915,LDP Participant,TX,71928,16,employee
Employee916,612-010916,HR,NY,80000,18,employee
Employee917,612-010917,Manager,MN,90000,18,employee
Employee918,612-010918,LDP Participant,MN,71954,11,employee
Employee919,612-010919,Manager,CT,90000,6,employee
Employee920,612-010920,HR,NY,80000,11,manager
Employee921,612-010921,HR,MN,80000,18,employee
Employee922,612-010922,Manager,NY,90000,7,employee
Employee923,612-010923,LDP Participant,CA,71979,7,employee
Employee924,612-010924,Admin,CA,74411,18,employee
Employee925,612-010925,LDP Participant,MN,67926,12,employee
Employee926,612-010926,LDP Participant,TX,70696,16,employee
Employee927,612-010927,Support,NY,73070,7,employee
Employee928,612-010928,Manager,TX,90000,9,employee
Employee929,612-010929,Support,CA,65370,20,employee
Employee930,612-010930,Support,MN,74824,15,manager
Employee931,612-010931,LDP Participant,NY,73206,19,employee
Employee932,612-010932,Support,NY,68207,2,employee
Employee933,612-010933,Admin,CT,67354,11,employee
Employee934,612-010934,Admin,TX,66899,8,employee
Employee935,612-010935,Support,TX,70987,18,employee
Employee936,612-010936,Manager,MN,90000,9,employee
Employee937,612-010937,Admin,NY,66953,8,employee
Employee938,612-010938,Manager,TX,90000,20,employee
Employee939,612-010939,Manager,NY,90000,18,employee
Employee940,612-010940,LDP Participant,MN,72065,11,manager
Employee941,612-010941,Manager,TX,90000,16,employee
Employee942,612-010942,LDP Participant,MN,73759,1,employee
Employee943,612-010943,Manager,CA,90000,16,employee
Employee944,612-010944,HR,TX,80000,2,employee
Employee945,612-010945,Support,TX,69287,13,employee
Employee946,612-010946,HR,CT,80000,6,employee
Employee947,612-010947,Support,CT,73444,14,employee
Employee948,612-010948,HR,NY,80000,6,employee
Employee949,612-010949,Support,NY,73108,3,employee
Employee950,612-010950,Manager,CT,90000,15,HR
Employee951,612-010951,Manager,TX,90000,14,employee
Employee952,612-010952,LDP Participant,CT,73776,19,employee
Employee953,612-010953,Admin,MN,74936,5,employee
Employee954,612-010954,Manager,TX,90000,6,employee
Employee955,612-010955,Admin,TX,72868,20,employee
Employee956,612-010956,Support,NY,73633,14,employee
Employee957,612-010957,LDP Participant,CA,72133,2,employee
Employee958,612-010958,LDP Participant,TX,74286,10,employee
Employee959,612-010959,Manager,NY,90000,4,employee
Employee960,612-010960,Support,TX,65641,5,manager
Employee961,612-010961,Manager,NY,90000,0,employee
Employee962,612-010962,HR,CT,80000,0,employee
Employee963,612-010963,Manager,NY,90000,8,employee
Employee964,612-010964,HR,TX,80000,14,employee
Employee965,612-010965,Support,CT,70549,0,employee
Employee966,612-010966,LDP Participant,TX,66865,18,employee
Employee967,612-010967,Admin,NY,66225,7,employee
Employee968,612-010968,LDP Participant,CA,70556,19,employee
Employee969,612-010969,Manager,NY,90000,5,employee
Employee970,612-010970,HR,TX,80000,3,manager
Employee971,612-010971,Manager,MN,90000,7,employee
Employee972,612-010972,LDP Participant,TX,66734,12,employee
Employee973,612-010973,HR,MN,80000,16,employee
Employee974,612-010974,Support,TX,71000,14,employee
Employee975,612-010975,HR,TX,80000,13,employee
Employee976,612-010976,Support,CA,66739,15,employee
Employee977,612-010977,LDP Participant,NY,71264,17,employee
Employee978,612-010978,LDP Participant,CT,66056,12,employee
Employee979,612-010979,Support,CT,71416,6,employee
Employee980,612-010980,Support,MN,65117,18,manager
Employee981,612-010981,Support,TX,67227,8,employee
Employee982,612-010982,Admin,MN,71644,17,employee
Employee983,612-010983,Support,CT,72935,2,employee
Employee984,612-010984,LDP Participant,TX,67627,12,employee
Employee985,612-010985,LDP Participant,MN,71967,13,employee
Employee986,612-010986,HR,CA,80000,12,employee
Employee987,612-010987,Support,MN,72314,13,employee
Employee988,612-010988,Manager,CT,90000,9,employee
Employee989,612-010989,Support,MN,72087,4,employee
Employee990,612-010990,Manager,TX,90000,9,manager
Employee991,612-010991,LDP Participant,MN,67730,6,employee
Employee992,612-010992,LDP Participant,CT,66394,2,employee
Employee993,612-010993,Admin,NY,66165,5,employee
Employee994,612-010994,Support,CA,73545,13,employee
Employee995,612-010995,Support,CA,70039,3,employee
Employee996,612-010996,HR,CA,80000,19,employee
Employee997,612-010997,HR,MN,80000,11,employee
Employee998,612-010998,LDP Participant,CT,67952,20,employee
Employee999,612-010999,LDP Participant,TX,74254,12,employee
